variant,screen_date,trade_date,ticker,Efficiency,Quality,Valuation_Alt,Volatility,Composite_Ret,Total_Score,base_score,residual_score,residual_raw,Final_Score,Region,Weight
Baseline,2018-12-31,2019-01-01,JP7.T,0.9819121030096127,1.0386576015141402,5.596843154407234,0.17962941369393942,0.17638029536259978,-0.11068074475081727,0.5,0.5,0.12023548962492707,0.5,JP,0.08700824956157675
Baseline,2018-12-31,2019-01-01,JP4.T,-0.589077692547118,1.0292550254531478,6.150216062577745,0.19232423287287703,-0.11329391532164897,-0.4579316669613257,0.375,0.125,-0.16943872105932167,0.375,JP,0.08126506276311342
Baseline,2019-03-29,2019-04-01,US3,0.8545746539293946,1.1886907183467323,5.943508246787853,0.19074445087660252,0.163005373096825,1.022931813937737,1.0,1.0,0.23518632139647402,1.0,US,0.08209042023418014
Baseline,2019-03-29,2019-04-01,US7,0.6698292248616894,1.1634901289726343,5.53124362314792,0.19441983844028282,0.13022808968018953,0.5028262262368348,0.875,0.875,0.20240903797983859,0.875,US,0.08053855128887871
Baseline,2019-03-29,2019-04-01,US6,0.24935652631151684,1.2430332741876966,5.4688653221762165,0.1935895608383858,0.04827282042083194,0.34021989169174566,0.75,0.5,0.12045376872048097,0.75,US,0.0808839694763822
Baseline,2019-03-29,2019-04-01,US4,0.37800710835342216,1.0121143495079874,6.184439531788835,0.18598300747727037,0.07030289885935587,0.04948899076808164,0.625,0.625,0.1424838471590049,0.625,US,0.08419205787771707
Baseline,2019-03-29,2019-04-01,US0,0.382220062102928,1.1153829821077177,5.3571591291259555,0.18666609968017778,0.0713475282122689,-0.06110086966937517,0.5,0.75,0.14352847651191794,0.5,US,0.0838839626296697
Baseline,2019-03-29,2019-04-01,US1,0.20112349388091916,0.9688995871838028,5.861479244518645,0.20503510498073224,0.04123737668196592,-0.4755342941434701,0.375,0.375,0.11341832498161496,0.375,US,0.07636883513810812
Baseline,2019-03-29,2019-04-01,JP3.T,2.2408765313705175,1.1115201716194896,5.852539880576719,0.1708659864614982,0.3828895790710439,0.7803579473048027,1.0,0.875,0.24500270608311958,1.0,JP,0.09164077915136473
Baseline,2019-03-29,2019-04-01,JP0.T,2.978776301814921,1.0551364248937216,5.441489812050391,0.18853916523730255,0.5616159973728444,0.6400913507353692,0.875,1.0,0.42372912438492,0.875,JP,0.08305060707195829
Baseline,2019-03-29,2019-04-01,JP5.T,0.5202800168817132,1.1441658783069588,6.047688658704801,0.1802561215260082,0.09378365795058369,0.34985392996221065,0.75,0.25,-0.044103215037340625,0.75,JP,0.08686690913594843
Baseline,2019-03-29,2019-04-01,JP4.T,1.1330970572123225,1.1239792872203194,5.307475337813498,0.1901656662889726,0.2154761568548554,0.1558745115566786,0.625,0.625,0.07758928386693109,0.625,JP,0.08234026906836142
Baseline,2019-03-29,2019-04-01,JP1.T,0.6348233102155534,1.1118144686633942,5.534945971897186,0.199350330624242,0.12655223677944633,0.022934410545459673,0.5,0.5,-0.011334636208477985,0.5,JP,0.07854660727557432
Baseline,2019-03-29,2019-04-01,JP7.T,0.5408178716430887,0.9758903928467841,6.257424418012147,0.17476351438338864,0.09451523188969056,-0.22897947494130405,0.375,0.375,-0.04337164109823375,0.375,JP,0.08959703165185696
Baseline,2019-06-28,2019-07-01,US0,0.6939935280047058,1.100273522305198,5.4312358599467725,0.19610543166679412,0.1360959003833242,0.4218909971408872,1.0,1.0,0.21598573353582684,1.0,US,0.08025376921236066
Baseline,2019-06-28,2019-07-01,US3,0.003090180124594379,1.149660105818449,6.516433192303241,0.18205196226366532,0.0005625733554305845,0.41634395467843466,0.875,0.5,0.08045240650793324,0.875,US,0.08644894489785104
Baseline,2019-06-28,2019-07-01,US6,0.1514779469900345,1.2252810012455806,5.311004550304286,0.1968734370779854,0.029821984065444968,0.4148966228513166,0.75,0.625,0.10971181721794764,0.75,US,0.07994069838910291
Baseline,2019-06-28,2019-07-01,US4,0.6837949256537935,1.0684857542845076,5.611997325380509,0.18663583783899979,0.12762063885945232,0.3421078477536663,0.625,0.875,0.20751047201195502,0.625,US,0.08432571277041508
Baseline,2019-06-28,2019-07-01,US7,-0.4074014761737792,1.1430357995855465,6.698562938639541,0.1805977965251948,-0.07357580889809617,0.0672011220203802,0.5,0.25,0.006314024254406488,0.5,US,0.08714502810714891
Baseline,2019-06-28,2019-07-01,US5,0.2610486477225591,1.0180938466587388,5.864415407691479,0.1930640533014278,0.0503991100381738,-0.18654726959332474,0.375,0.75,0.13028894319067647,0.375,US,0.08151802360486787
Baseline,2019-06-28,2019-07-01,JP0.T,2.593041599831688,1.1189549144934365,5.234279646003537,0.19122766253065154,0.4958612839805548,1.0611792498621084,1.0,1.0,0.3617844340218035,1.0,JP,0.08230085462533232
Baseline,2019-06-28,2019-07-01,JP5.T,0.5357818896202675,1.1472271261894185,5.686623197672296,0.18500946314338063,0.09912471976059171,0.460609021584705,0.875,0.375,-0.03495213019815957,0.875,JP,0.08506700028679237
Baseline,2019-06-28,2019-07-01,JP3.T,1.530315316580416,1.0168575307818402,5.713063452556926,0.17503743977365457,0.2678624750606457,0.34420561153178214,0.75,0.875,0.13378562510189443,0.75,JP,0.08991333553912086
Baseline,2019-06-28,2019-07-01,JP7.T,0.22840610736813313,1.0128529281721748,6.32277198416397,0.1848637754667601,0.042224015347739265,0.05545768222347319,0.625,0.25,-0.09185283461101201,0.625,JP,0.085134039995343
Baseline,2019-06-28,2019-07-01,JP1.T,0.5154783620425573,1.0618958751672347,5.321144562729899,0.20918935945520378,0.10783258836870017,-0.1758282516306289,0.5,0.5,-0.02624426159005111,0.5,JP,0.07523422842951756
Baseline,2019-06-28,2019-07-01,JP4.T,0.7448927527287945,0.9898571930364448,5.61932287721097,0.19026246731900937,0.1417251330222292,-0.22573025687629975,0.375,0.75,0.007648283063477905,0.375,JP,0.08271836414214752
Baseline,2019-09-30,2019-10-01,US1,1.2197614385684274,1.0955070566918068,5.000191994652917,0.2007107523690375,0.24481923604580857,0.5633827565856264,1.0,1.0,0.2844979857230958,1.0,US,0.07974975138092934
Baseline,2019-09-30,2019-10-01,US3,-0.582881524967334,1.2023648460148997,6.468933954836935,0.19030984004637572,-0.11092808978252089,0.5395145959835123,0.875,0.25,-0.07124934010523364,0.875,US,0.0841082762562852
Baseline,2019-09-30,2019-10-01,US7,-0.042292613411366975,1.1277501498683065,6.221559073008055,0.18548245448877032,-0.007844537742285032,0.39991309485986465,0.75,0.5,0.03183421193500222,0.75,US,0.08629728695917761
Baseline,2019-09-30,2019-10-01,US2,0.7259673197311937,0.9891533559679951,5.553695235838182,0.19107218603997417,0.13871216277462003,-0.04376783047991985,0.625,0.875,0.17839091245190727,0.625,US,0.08377269833277184
Baseline,2019-09-30,2019-10-01,US0,0.26402280852262855,1.0003713040480042,5.5796142974619665,0.1934304437785735,0.05107004902019737,-0.2271304581952055,0.5,0.625,0.09074879869748463,0.5,US,0.08275136161727138
Baseline,2019-09-30,2019-10-01,US6,-1.152634238394256,1.0466020986040727,7.137758816984314,0.1947274443113776,-0.22444951946830463,-0.30929836866366583,0.375,0.125,-0.1847707697910174,0.375,US,0.0822001883582199
Baseline,2019-09-30,2019-10-01,JP0.T,2.756493251246148,1.2042750737814496,5.371448409084424,0.18919584068919254,0.5215170580236006,1.292631892897783,1.0,1.0,0.44890966283588013,1.0,JP,0.08460351212057256
Baseline,2019-09-30,2019-10-01,JP5.T,1.1237282195908729,1.2248688075967424,5.657349077154853,0.1793865367748975,0.2015817135886282,0.7294389944964809,0.875,0.875,0.12897431840090776,0.875,JP,0.08922984349152065
Baseline,2019-09-30,2019-10-01,JP4.T,0.9115111071193166,1.0888192987747578,5.133346436701674,0.19547215108159388,0.17817503684337796,0.02183944921481576,0.75,0.75,0.1055676416556575,0.75,JP,0.0818870233552018
Baseline,2019-09-30,2019-10-01,JP3.T,0.9143586200386836,0.9605180083505109,5.783233957061596,0.1829922962327754,0.16732058346111053,-0.15337203649423706,0.625,0.625,0.09471318827339005,0.625,JP,0.08747162001043352
Baseline,2019-09-30,2019-10-01,JP1.T,0.7307815733064804,1.0461205705403853,5.099312360745737,0.2101481460572176,0.1535723928031335,-0.20538227837930773,0.5,0.5,0.08096499761541305,0.5,JP,0.07616832649359584
Baseline,2019-09-30,2019-10-01,JP6.T,0.38069409663123666,0.9771796903283102,5.62189077232404,0.19577557176680047,0.07453060443622594,-0.3955592018582055,0.375,0.375,0.0019232092485054937,0.375,JP,0.08176011162402036
Baseline,2019-12-31,2020-01-01,US1,1.5418204891671443,1.1017678366229897,5.187258840435708,0.19857887868468793,0.30617298387188857,0.7371931510542875,1.0,1.0,0.35330359942913425,1.0,US,0.08053070315558732
Baseline,2019-12-31,2020-01-01,US3,0.14501764782440002,1.3051251451979957,5.610526559383805,0.18992043924177107,0.027541815372618517,0.6747088862310425,0.875,0.375,0.07467243092986416,0.875,US,0.0842020837576537
Baseline,2019-12-31,2020-01-01,US7,0.45066839075976717,1.0781142839830462,5.59149682067038,0.1893891160050697,0.08535168813741963,0.09677087087911014,0.75,0.75,0.13248230369466527,0.75,US,0.08443830917874875
Baseline,2019-12-31,2020-01-01,US4,0.5621693605897656,1.004537841281647,5.3934137566355735,0.19434556424769095,0.10925512158658164,-0.169139675648988,0.625,0.875,0.15638573714382728,0.625,US,0.08228485581458796
Baseline,2019-12-31,2020-01-01,US2,0.21092950444827852,0.9766376021905095,6.125982466266695,0.19171285858068193,0.04043789825678614,-0.17146249956794257,0.5,0.5,0.08756851381403179,0.5,US,0.08341483638978717
Baseline,2019-12-31,2020-01-01,US6,-0.41816890613096225,1.0404494178497847,6.544248671220052,0.19011674014266952,-0.07950090926264451,-0.19146027053075165,0.375,0.125,-0.032370293705398866,0.375,US,0.0841151427292795
Baseline,2019-12-31,2020-01-01,JP0.T,1.4080402883792873,1.2156211759822604,5.382987802134679,0.1929177554456551,0.271635972011185,0.8149350083421064,1.0,0.75,0.21993773078023096,1.0,JP,0.08289385647984511
Baseline,2019-12-31,2020-01-01,JP4.T,2.7309045493929514,1.0786713619676151,5.437077527638565,0.18644849966060642,0.5091730559506402,0.7122286535723154,0.875,1.0,0.45747481471968615,0.875,JP,0.08577004782251288
Baseline,2019-12-31,2020-01-01,JP3.T,2.1364776516466337,1.0416305766710927,5.325841500664621,0.1878240725453032,0.40128193343429636,0.34905638166394226,0.75,0.875,0.34958369220334234,0.75,JP,0.0851418911091324
Baseline,2019-12-31,2020-01-01,JP5.T,0.07862813168337617,1.108590881292595,5.843653445914956,0.18704974702190175,0.014707372140180289,0.053739785383209004,0.625,0.25,-0.03699086909077376,0.625,JP,0.08549435103193971
Baseline,2019-12-31,2020-01-01,JP6.T,0.4327562579040424,1.0264088887119265,5.6622243213216175,0.19280844595035795,0.08343906156177072,-0.1950535920870513,0.5,0.5,0.031740820330816676,0.5,JP,0.08294085175316096
Baseline,2019-12-31,2020-01-01,JP1.T,0.6884306787894507,0.9926014931394826,4.9564469938720785,0.20300969067769262,0.13975809915408036,-0.39248847531900843,0.375,0.625,0.08805985792312632,0.375,JP,0.07877307077776464
Baseline,2020-03-31,2020-04-01,US1,1.3150365267676145,1.1847628738493419,5.746903269752392,0.18730510496679095,0.24631305468137224,1.0199840976684584,1.0,1.0,0.2160435699342663,1.0,US,0.08565792924391785
Baseline,2020-03-31,2020-04-01,US3,0.17293353607521886,1.2887816145370552,5.48788066231127,0.19540360022518552,0.033791835548769765,0.4365823369877292,0.875,0.5,0.0035223508016637983,0.875,US,0.08210783941432241
Baseline,2020-03-31,2020-04-01,US5,1.136554842191735,1.090703888181145,5.01036163371686,0.1995863917826956,0.22684088001619943,0.2358008732106182,0.75,0.875,0.19657139526909348,0.75,US,0.08038708092753363
Baseline,2020-03-31,2020-04-01,US6,0.08642641613391387,1.0810972255897027,6.36615486301231,0.19228016355033176,0.01661808542929799,0.024754782589777424,0.625,0.25,-0.013651399317807974,0.625,US,0.0834416152557007
Baseline,2020-03-31,2020-04-01,US4,0.5657080878121569,1.081282967729563,5.182319551598636,0.19715953338684414,0.1115347426262087,-0.14059889543304888,0.5,0.75,0.08126525787910273,0.5,US,0.08137657435407872
Baseline,2020-03-31,2020-04-01,US7,0.5531608060964469,1.0185442666090967,5.531332101413103,0.185052264010442,0.1023636595299886,-0.21848303782670256,0.375,0.625,0.07209417478288264,0.375,US,0.08670073567629877
Baseline,2020-03-31,2020-04-01,JP0.T,1.2017545375817,1.2810399220825737,5.437345789311853,0.19230172140321838,0.2310994662810896,0.8702436046730162,1.0,0.625,0.13439419614359951,1.0,JP,0.0834322610905212
Baseline,2020-03-31,2020-04-01,JP3.T,1.4507225226538967,1.1246798228834902,5.414653886303508,0.1954649196415334,0.28356536131270654,0.4131815064232725,0.875,0.75,0.18686009117521643,0.875,JP,0.08208208131512126
Baseline,2020-03-31,2020-04-01,JP4.T,1.9354945873367073,1.05936252782958,5.22415704116838,0.19175953941364515,0.3711495506052902,0.31439768499863907,0.75,0.875,0.27444428046780006,0.75,JP,0.0836681579301307
Baseline,2020-03-31,2020-04-01,JP1.T,1.9903847476177483,0.9788555004021482,4.850358517798648,0.20617032665326632,0.4103582735820302,-0.029534062599745198,0.625,1.0,0.3136530034445401,0.625,JP,0.07781996414669697
Baseline,2020-03-31,2020-04-01,JP5.T,0.23352571655798268,1.0743177403136188,6.027495460389661,0.18251420223230674,0.042621759858307996,-0.047234607639768514,0.5,0.5,-0.0540835102791821,0.5,JP,0.08790640526619804
Baseline,2020-03-31,2020-04-01,JP6.T,-0.28307388229675295,1.0035188144968776,6.361034607170897,0.1878282428729762,-0.05316926991503079,-0.39627484503803145,0.375,0.375,-0.1498745400525209,0.375,JP,0.08541935537947974
Baseline,2020-06-30,2020-07-01,US1,0.931939770165172,1.1731766670427712,5.714326151057867,0.1919120782709871,0.17885049811578424,0.6352659932863662,1.0,0.875,0.16450637380228383,1.0,US,0.08378101680110941
Baseline,2020-06-30,2020-07-01,US5,2.29360139808373,1.1150900385560234,5.038173982537697,0.201534513140918,0.4622398411021334,0.6242231319234794,0.875,1.0,0.44789571678863305,0.875,US,0.07978082167353064
Baseline,2020-06-30,2020-07-01,US3,-0.013240052483337091,1.2619873695350754,5.5960231049967035,0.196738381559126,-0.0026048264973296265,0.517921557649943,0.75,0.5,-0.016948950810830032,0.75,US,0.08172573610973453
Baseline,2020-06-30,2020-07-01,US2,-0.25576955863681355,1.044271112896808,6.203422330908968,0.19619113611320535,-0.05017972029212955,-0.13321357554498997,0.625,0.375,-0.06452384460562995,0.625,US,0.08195369766695167
Baseline,2020-06-30,2020-07-01,US6,0.40541453939442545,1.0312719606139655,5.478694428201302,0.1863490827402037,0.07554862754569336,-0.29340276302740553,0.5,0.625,0.06120450323219295,0.5,US,0.08628209389349753
Baseline,2020-06-30,2020-07-01,US7,0.665497039533355,0.9800433311881079,5.57708347989725,0.18476589583666495,0.12296115668602876,-0.33312982579214045,0.375,0.75,0.10861703237252836,0.375,US,0.08702141150643429
Baseline,2020-06-30,2020-07-01,JP3.T,1.3493545388167718,1.2552331018636478,5.464515770888882,0.19470248526535197,0.2627226822117083,0.6689612578926519,1.0,0.875,-0.04029793802671611,1.0,JP,0.08258029696973077
Baseline,2020-06-30,2020-07-01,JP0.T,1.1524476681612643,1.2784369671181872,5.4615709559428085,0.19092591388224786,0.22003212424515492,0.6362855339830281,0.875,0.625,-0.08298849599326952,0.875,JP,0.08421375981404884
Baseline,2020-06-30,2020-07-01,JP4.T,1.3752283599895818,1.1352350534300601,5.349765618682644,0.18954594834509098,0.26066896368528947,0.25386209187839137,0.75,0.75,-0.04235165655313496,0.75,JP,0.08482686754498392
Baseline,2020-06-30,2020-07-01,JP1.T,1.8120109981744041,1.0801895987759946,5.079502371567799,0.20196455341313438,0.3659619920259814,0.2093108571347272,0.625,1.0,0.06294137178755699,0.625,JP,0.07961094549629893
Baseline,2020-06-30,2020-07-01,JP2.T,0.7133307878429498,1.1464827411106295,5.405218525714894,0.19718291192382542,0.14065664191178937,-0.04537127710087311,0.5,0.5,-0.16236397832663507,0.5,JP,0.08154149310954889
Baseline,2020-06-30,2020-07-01,JP5.T,0.4191373464127422,1.0710987855894734,5.965875005051001,0.1854896648806351,0.07774564592505821,-0.23204494021675034,0.375,0.375,-0.2252749743133662,0.375,JP,0.08668185941413054
Baseline,2020-09-30,2020-10-01,US3,0.9244385539187452,1.2844636923785662,5.069181930891503,0.19852588172858998,0.18352497902062156,0.8342337850570172,1.0,0.875,0.07188196403552605,1.0,US,0.08135978132862516
Baseline,2020-09-30,2020-10-01,US5,1.3372876366797422,1.1109936586147608,5.985219487760191,0.19616719079505673,0.2623319589724255,0.592082673008602,0.875,1.0,0.15068894398733,0.875,US,0.08233804164726613
Baseline,2020-09-30,2020-10-01,US1,0.9678375244601005,1.1771223801427217,5.472938043140816,0.18638501308109431,0.18039040965686978,0.5478154245817124,0.75,0.75,0.06874739467177426,0.75,US,0.08665944787354224
Baseline,2020-09-30,2020-10-01,US6,0.5453340085964123,1.0906992460056282,5.6658470264114325,0.1864226201679851,0.10166259474925371,0.07671295377697974,0.625,0.5,-0.0099804202358418,0.625,US,0.08664196603907841
Baseline,2020-09-30,2020-10-01,US7,0.24931204933644127,1.0141785333274738,5.881482584750728,0.18142129847051133,0.04523051571496136,-0.29387673670085146,0.5,0.375,-0.06641249927013415,0.5,US,0.08903046368690813
Baseline,2020-09-30,2020-10-01,US4,0.5295554174217492,1.049668393370318,4.764162389025374,0.21631181845905711,0.11454909531734363,-0.3076758519602001,0.375,0.625,0.002906080332248114,0.375,US,0.07467008710191113
Baseline,2020-09-30,2020-10-01,JP4.T,1.3600551891078816,1.121528256605941,5.684289154211132,0.1859488305952756,0.252900671959647,0.5971064368515789,1.0,1.0,-0.10248407010212195,1.0,JP,0.08686272601878335
Baseline,2020-09-30,2020-10-01,JP3.T,0.8393722485858114,1.1678497939130261,5.9128792081830435,0.18943361277987986,0.15900531751678165,0.5516040337364303,0.875,0.625,-0.19637942454498725,0.875,JP,0.0852648169904202
Baseline,2020-09-30,2020-10-01,JP2.T,0.798683561487705,1.2338032390140863,5.016040526174803,0.20073879250332807,0.1603267737252995,0.5494905404749173,0.75,0.75,-0.1950579683364694,0.75,JP,0.08046288474731557
Baseline,2020-09-30,2020-10-01,JP1.T,1.2196430151914677,1.1143238525548969,5.219996824744055,0.1996229790067019,0.24346877201723693,0.35193281767887596,0.625,0.875,-0.11191597004453198,0.625,JP,0.08091264044791313
Baseline,2020-09-30,2020-10-01,JP0.T,0.25879662012081767,1.1114687606657623,5.583894081324276,0.19547375005350712,0.05058794583618914,-0.12032757180635012,0.5,0.25,-0.30479679622557976,0.5,JP,0.08263013484464937
Baseline,2020-09-30,2020-10-01,JP5.T,0.2697990733425187,1.0593378839904866,5.515725873527286,0.1942118932325281,0.05239818882623226,-0.35271131105913,0.375,0.375,-0.30298655323553664,0.375,JP,0.08316700927358714
Baseline,2020-12-31,2021-01-01,US5,0.6274189649104974,1.1963948341018396,6.234821304522549,0.19562214705705394,0.12273704502010589,1.0298856093207904,1.0,0.875,-0.023787226895391922,1.0,US,0.08326480035533071
Baseline,2020-12-31,2021-01-01,US1,0.9531638218060586,1.2104278280981666,5.503440442621628,0.1871769740942488,0.17841031998176782,0.9796880603938685,0.875,1.0,0.03188604806627001,0.875,US,0.08702159599815447
Baseline,2020-12-31,2021-01-01,US3,0.25754960601682597,1.1137511999777683,5.544432366017454,0.19319201899181404,0.04975652837693687,0.054671261792616,0.75,0.5,-0.09676774353856094,0.75,US,0.08431217347791638
Baseline,2020-12-31,2021-01-01,US7,0.4007101040810223,1.0801443180312509,5.548101687838972,0.1871376875184791,0.07498796224301159,0.04709269340378387,0.625,0.625,-0.07153630967248621,0.625,US,0.08703986479569127
Baseline,2020-12-31,2021-01-01,US6,0.6046623638890686,1.054366511153122,5.190593423052897,0.19265619910793175,0.11649195277048507,-0.06486686977601533,0.5,0.75,-0.030032319145012736,0.5,US,0.08454666444790325
Baseline,2020-12-31,2021-01-01,US4,-0.18014522191304916,1.0067285894681717,5.924428054946946,0.2104716715312221,-0.037915465974402394,-0.522490706481652,0.375,0.375,-0.1844397378899002,0.375,US,0.07739017275477122
Baseline,2020-12-31,2021-01-01,JP2.T,1.2610376705106077,1.2035194897171682,5.1844375532909135,0.20213302454598556,0.2548973584067331,0.8804100496395324,1.0,1.0,-0.047022074468590636,1.0,JP,0.08058276996731475
Baseline,2020-12-31,2021-01-01,JP4.T,1.0488504611990022,1.1608745712980706,5.4312982201371724,0.19238961688835118,0.20178793840324646,0.6739792525406838,0.875,0.875,-0.1001314944720773,0.875,JP,0.08466381545548456
Baseline,2020-12-31,2021-01-01,JP1.T,0.4446798768330553,1.146200678772435,5.2957934801595545,0.20628362440577283,0.0917301766934353,0.10273377346278584,0.75,0.5,-0.21018925618188844,0.75,JP,0.07896137692319366
Baseline,2020-12-31,2021-01-01,JP3.T,0.7867736094585468,1.09269789547665,5.2239369796843675,0.1927650902078302,0.15166248580041694,0.09109434123418325,0.625,0.75,-0.1502569470749068,0.625,JP,0.0844989048703026
Baseline,2020-12-31,2021-01-01,JP0.T,0.2761084365377975,1.1113239124116048,5.635188745135876,0.19169919525288437,0.052929765086827875,0.008117311897360875,0.5,0.375,-0.24898966778849588,0.5,JP,0.08496873968771479
Baseline,2020-12-31,2021-01-01,JP5.T,0.5139143568222454,1.0335621802030799,5.549340341409313,0.19684123251754196,0.10115953540535062,-0.18826981972160584,0.375,0.625,-0.20075989746997314,0.375,JP,0.08274912126622232
Baseline,2021-03-31,2021-04-01,US3,1.0927452594439928,1.1600250873931668,5.320997125902101,0.18793470027113834,0.20536475280631408,1.0287534343035367,1.0,1.0,0.22177341929131192,1.0,US,0.08577542326326548
Baseline,2021-03-31,2021-04-01,US7,0.5093377218722099,1.1590102842731365,5.533910576276096,0.18488177330892663,0.09416726123286305,0.7217939860567246,0.875,0.875,0.11057592771786089,0.875,US,0.08719182087612254
Baseline,2021-03-31,2021-04-01,US1,0.29178111346491303,1.0400966822405746,5.667957670229393,0.19306608446968265,0.05633303709887496,0.12378649110907877,0.75,0.75,0.07274170358387279,0.75,US,0.08349565127345394
Baseline,2021-03-31,2021-04-01,US5,-0.553370509080679,1.0709628792609798,6.857843302170157,0.19252603885369612,-0.10653823213175641,0.04659515592769123,0.625,0.25,-0.09012956564675857,0.625,US,0.08372986094552035
Baseline,2021-03-31,2021-04-01,US4,-0.2681688753007482,1.011383173100176,5.805607135040636,0.20517645013446953,-0.05502193787076074,-0.304880200368058,0.5,0.5,-0.038613271385762905,0.5,US,0.07856739138944506
Baseline,2021-03-31,2021-04-01,US6,-0.34988900499883613,0.9794906777615381,6.122993039340646,0.19345720876691927,-0.0676885502853095,-0.40566811565105687,0.375,0.375,-0.051279883800311656,0.375,US,0.0833268429972734
Baseline,2021-03-31,2021-04-01,JP2.T,0.9657197653684128,1.1747336459093185,5.668880705255351,0.19566622868359623,0.18895874445484476,1.0318614379505626,1.0,0.75,0.03147384253946308,1.0,JP,0.08238610500169194
Baseline,2021-03-31,2021-04-01,JP3.T,1.198500062980531,1.0680977417639046,5.419817408546553,0.1869829753866757,0.2240991077772179,0.4567315055434124,0.875,0.875,0.0666142058618362,0.875,JP,0.08621201169933111
Baseline,2021-03-31,2021-04-01,JP4.T,0.7270173312355549,1.1522113092960162,5.297937757417309,0.195805819031331,0.1423542239925503,0.4235833797658273,0.75,0.625,-0.015130677922831404,0.75,JP,0.08232737178782426
Baseline,2021-03-31,2021-04-01,JP0.T,0.6272922210550324,1.0741888048220871,5.407093390281139,0.18531505185344294,0.1162466904720747,-0.04397760941581029,0.625,0.375,-0.041238211443307006,0.625,JP,0.0869879607748243
Baseline,2021-03-31,2021-04-01,JP5.T,0.1823578316174117,1.1258707635644514,5.203560628276147,0.20208659747480273,0.03685207371444573,-0.2969762559675282,0.5,0.25,-0.12063282820093597,0.5,JP,0.07976866681434319
Baseline,2021-03-31,2021-04-01,JP7.T,0.051247512628558825,1.0783689676139623,5.622547424319432,0.200922335814806,0.010296769942028808,-0.40167965965618135,0.375,0.125,-0.1471881319733529,0.375,JP,0.08023089317690446
Baseline,2021-06-30,2021-07-01,US3,2.116568354846402,1.210888356208093,5.31212330974883,0.18824864215120835,0.39844111882005206,1.0218611856244484,1.0,1.0,0.34702145271612883,1.0,US,0.0860626726082739
Baseline,2021-06-30,2021-07-01,US1,1.2495531652822187,1.1387207713016632,5.082017951673665,0.1967722289667767,0.2458773615450733,0.45295065671787205,0.875,0.875,0.19445769544115013,0.875,US,0.08233469399356645
Baseline,2021-06-30,2021-07-01,US4,0.40364010512282567,1.1338733973080635,5.885670849996925,0.20134393499578582,0.08127048708754236,0.3309051311742085,0.75,0.75,0.029850820983619204,0.75,US,0.08046520625888556
Baseline,2021-06-30,2021-07-01,US7,0.21014690709554673,1.1646275157400392,5.680094359964582,0.1868000127486508,0.03925544492453766,0.3117919127735437,0.625,0.625,-0.0121642211793855,0.625,US,0.08673008647066363
Baseline,2021-06-30,2021-07-01,US5,-1.227810284439008,1.0017699240597155,7.731627012331349,0.19229775971609836,-0.23610516705400672,-0.2114970275276083,0.5,0.125,-0.28752483315792987,0.5,US,0.08425049403763417
Baseline,2021-06-30,2021-07-01,US6,-0.6180025303411094,0.9511213389321858,5.961017658219388,0.203392578097388,-0.1256971279167875,-0.5587162083543422,0.375,0.5,-0.17711679402071065,0.375,US,0.07965473179977166
